,original_text,clean_text,sampa,pos,ipa
14851,pasar,pasar,pasa4,VERB,pasaɾ
14852,pasaran,pasaran,pasa4an,VERB,pasaɾan
14853,pasarelas,pasarelas,pasa4elas,NOUN,pasaɾelas
14854,pasará,pasará,pasa4a,VERB,pasaɾa
14855,pasaría,pasaría,pasa4ja,VERB,pasaɾja
14856,pasarían,pasarían,pasa4jan,VERB,pasaɾjan
14857,paseamos,paseamos,paseamos,VERB,paseamos
14858,pasillo,pasillo,pasij\o,NOUN,pasiʝo
14859,pasillos,pasillos,pasij\os,NOUN,pasiʝos
14860,pasional,pasional,pasjonal,ADJ,pasjonal
14861,pasiva,pasiva,pasiba,ADJ,pasiba
14862,pasivas,pasivas,pasibas,ADJ,pasibas
14863,pasivos,pasivos,pasibos,NOUN,pasibos
14864,passant,passant,passant,PROPN,passant
14865,pasta,pasta,pasta,PROPN,pasta
14866,pasteles,pasteles,pasteles,NOUN,pasteles
14867,pastillas,pastillas,pastij\as,NOUN,pastiʝas
14868,pasto,pasto,pasto,NOUN,pasto
14869,pastorcito,pastorcito,pasto4sito,NOUN,pastoɾsito
14870,pastos,pastos,pastos,NOUN,pastos
14871,pasárselo,pasárselo,pasa4selo,VERB,pasaɾselo
14872,patatas,patatas,patatas,NOUN,patatas
14873,patentado,patentado,patentado,ADJ,patentado
14874,patentados,patentados,patentados,ADJ,patentados
14875,patentar,patentar,patenta4,VERB,patentaɾ
14876,patente,patente,patente,PROPN,patente
14877,pateras,pateras,pate4as,NOUN,pateɾas
14878,paternalismo,paternalismo,pate4nalismo,NOUN,pateɾnalismo
14879,paternalmente,paternalmente,pate4nalmente,ADV,pateɾnalmente
14880,paternidad,paternidad,pate4nidad,NOUN,pateɾnidad
14881,patinar,patinar,patina4,VERB,patinaɾ
14882,patio,patio,patjo,NOUN,patjo
14883,patología,patología,patoloxia,NOUN,patoloxia
14884,patológica,patológica,patoloxika,ADJ,patoloxika
14885,patrimoniales,patrimoniales,pat4imonjales,ADJ,patɾimonjales
14886,patrimonio,patrimonio,pat4imonjo,NOUN,patɾimonjo
14887,patrio,patrio,pat4jo,PROPN,patɾjo
14888,patriotas,patriotas,pat4jotas,NOUN,patɾjotas
14889,patrioterismo,patrioterismo,pat4jote4ismo,NOUN,patɾjoteɾismo
14890,patriotismo,patriotismo,pat4jotismo,NOUN,patɾjotismo
14891,patriotismos,patriotismos,pat4jotismos,NOUN,patɾjotismos
14892,patrocina,patrocina,pat4osina,VERB,patɾosina
14893,patrocinado,patrocinado,pat4osinado,ADJ,patɾosinado
14894,patrocinar,patrocinar,pat4osina4,VERB,patɾosinaɾ
14895,patronal,patronal,pat4onal,PROPN,patɾonal
14896,patronales,patronales,pat4onales,NOUN,patɾonales
14897,patrono,patrono,pat4ono,NOUN,patɾono
14898,patronos,patronos,pat4onos,NOUN,patɾonos
14899,patéticas,patéticas,patetikas,ADJ,patetikas
14900,patógenos,patógenos,patoxenos,NOUN,patoxenos
14901,paulatina,paulatina,paulatina,ADJ,paulatina
14902,paulatinamente,paulatinamente,paulatinamente,ADV,paulatinamente
14903,paulatinas,paulatinas,paulatinas,ADJ,paulatinas
14904,pausa,pausa,pausa,NOUN,pausa
14905,pausada,pausada,pausada,NOUN,pausada
14906,pausas,pausas,pausas,NOUN,pausas
14907,pautas,pautas,pautas,NOUN,pautas
14908,pavor,pavor,pabo4,NOUN,paboɾ
14909,pavoroso,pavoroso,pabo4oso,ADJ,paboɾoso
14910,payment,payment,paiment,PROPN,paiment
14911,país-objetivo,paísobjetivo,paisobxetibo,NOUN,paisobxetibo
14912,pañales,pañales,paJales,NOUN,paɲales
14913,peajes,peajes,peaxes,NOUN,peaxes
14914,pecadores,pecadores,pekado4es,NOUN,pekadoɾes
14915,pecar,pecar,peka4,VERB,pekaɾ
14916,peces,peces,peses,NOUN,peses
14917,peculiar,peculiar,pekulja4,ADJ,pekuljaɾ
14918,peculiares,peculiares,pekulja4es,ADJ,pekuljaɾes
14919,pecunia,pecunia,pekunja,NOUN,pekunja
14920,pedagógica,pedagógica,pedagoxika,ADJ,pedaɡoxika
14921,pedagógico,pedagógico,pedagoxiko,ADJ,pedaɡoxiko
14922,pedazos,pedazos,pedasos,NOUN,pedasos
14923,pederasta,pederasta,pede4asta,NOUN,pedeɾasta
14924,pedidas,pedidas,pedidas,NOUN,pedidas
14925,pedidos,pedidos,pedidos,NOUN,pedidos
14926,pedirla,pedirla,pedi4la,VERB,pediɾla
14927,pedirle,pedirle,pedi4le,VERB,pediɾle
14928,pedirles,pedirles,pedi4les,VERB,pediɾles
14929,pedirnos,pedirnos,pedi4nos,VERB,pediɾnos
14930,pedirán,pedirán,pedi4an,VERB,pediɾan
14931,pediré,pediré,pedi4e,PROPN,pediɾe
14932,pedopornografía,pedopornografía,pedopo4nog4afja,NOUN,pedopoɾnoɡɾafja
14933,pedía,pedía,pedja,VERB,pedja
14934,pedían,pedían,pedjan,VERB,pedjan
14935,pedírselo,pedírselo,pedi4selo,VERB,pediɾselo
14936,pedófilos,pedófilos,pedofilos,NOUN,pedofilos
14937,pegados,pegados,pegados,ADJ,peɡados
14938,peine,peine,peine,PROPN,peine
14939,peladas,peladas,peladas,NOUN,peladas
14940,peldaño,peldaño,peldaJo,NOUN,peldaɲo
14941,pelear,pelear,pelea4,VERB,peleaɾ
14942,pelearnos,pelearnos,pelea4nos,VERB,peleaɾnos
14943,peleteros,peleteros,pelete4os,NOUN,peleteɾos
14944,peligre,peligre,pelig4e,NOUN,peliɡɾe
14945,peligros,peligros,pelig4os,NOUN,peliɡɾos
14946,pelota,pelota,pelota,NOUN,pelota
14947,pelotas,pelotas,pelotas,NOUN,pelotas
14948,peluche,peluche,pelutSe,PROPN,pelut͡ʃe
14949,peluquera,peluquera,peluke4a,NOUN,pelukeɾa
14950,peluquería,peluquería,peluke4ja,NOUN,pelukeɾja
14951,pelágico,pelágico,pelaxiko,ADJ,pelaxiko
14952,penalice,penalice,penalise,VERB,penalise
14953,penalidades,penalidades,penalidades,NOUN,penalidades
14954,penalizable,penalizable,penalisable,ADJ,penalisable
14955,penalizaciones,penalizaciones,penalisasiones,NOUN,penalisasiones
14956,penalización,penalización,penalisasion,NOUN,penalisasion
14957,penalizadas,penalizadas,penalisadas,ADJ,penalisadas
14958,penalizados,penalizados,penalisados,ADJ,penalisados
14959,penalizando,penalizando,penalisando,VERB,penalisando
14960,penalizarlos,penalizarlos,penalisa4los,VERB,penalisaɾlos
14961,pende,pende,pende,PROPN,pende
14962,penetra,penetra,penet4a,VERB,penetɾa
14963,penetrado,penetrado,penet4ado,VERB,penetɾado
14964,penetran,penetran,penet4an,VERB,penetɾan
14965,penetrar,penetrar,penet4a4,VERB,penetɾaɾ
14966,penitenciarios,penitenciarios,penitensia4jos,ADJ,penitensiaɾjos
14967,penitentes,penitentes,penitentes,ADJ,penitentes
14968,penoso,penoso,penoso,ADJ,penoso
14969,penosos,penosos,penosos,ADJ,penosos
14970,pensaba,pensaba,pensaba,VERB,pensaba
14971,pensaban,pensaban,pensaban,VERB,pensaban
14972,pensadores,pensadores,pensado4es,NOUN,pensadoɾes
14973,pensamientos,pensamientos,pensamjentos,NOUN,pensamjentos
14974,pensamos,pensamos,pensamos,VERB,pensamos
14975,pensando,pensando,pensando,VERB,pensando
14976,pensar,pensar,pensa4,VERB,pensaɾ
14977,pensara,pensara,pensa4a,VERB,pensaɾa
14978,pensarlo,pensarlo,pensa4lo,VERB,pensaɾlo
14979,pensaríamos,pensaríamos,pensa4jamos,VERB,pensaɾjamos
14980,pensemos,pensemos,pensemos,VERB,pensemos
14981,pensionista,pensionista,pensjonista,NOUN,pensjonista
14982,pensión,pensión,pensjon,NOUN,pensjon
14983,pensábamos,pensábamos,pensabamos,VERB,pensabamos
14984,peores,peores,peo4es,ADJ,peoɾes
14985,peque,peque,peke,PROPN,peke
14986,pequeñez,pequeñez,pekeJes,NOUN,pekeɲes
14987,pequeñito,pequeñito,pekeJito,ADJ,pekeɲito
14988,pequeños,pequeños,pekeJos,ADJ,pekeɲos
14989,percatado,percatado,pe4katado,VERB,peɾkatado
14990,percatase,percatase,pe4katase,PROPN,peɾkatase
14991,percaten,percaten,pe4katen,VERB,peɾkaten
14992,percatándonos,percatándonos,pe4katandonos,VERB,peɾkatandonos
14993,perceptor,perceptor,pe4septo4,NOUN,peɾseptoɾ
14994,percibe,percibe,pe4sibe,VERB,peɾsibe
14995,percibidos,percibidos,pe4sibidos,VERB,peɾsibidos
14996,percibimos,percibimos,pe4sibimos,VERB,peɾsibimos
14997,perdamos,perdamos,pe4damos,VERB,peɾdamos
14998,perder,perder,pe4de4,VERB,peɾdeɾ
14999,perderemos,perderemos,pe4de4emos,VERB,peɾdeɾemos
15000,perderla,perderla,pe4de4la,VERB,peɾdeɾla
15001,perderlo,perderlo,pe4de4lo,VERB,peɾdeɾlo
15002,perdernos,perdernos,pe4de4nos,VERB,peɾdeɾnos
15003,perderá,perderá,pe4de4a,VERB,peɾdeɾa
15004,perderían,perderían,pe4de4jan,VERB,peɾdeɾjan
15005,perdida,perdida,pe4dida,ADJ,peɾdida
15006,perdidas,perdidas,pe4didas,ADJ,peɾdidas
15007,perdido,perdido,pe4dido,ADJ,peɾdido
15008,perdiera,perdiera,pe4dje4a,VERB,peɾdjeɾa
15009,perdieran,perdieran,pe4dje4an,VERB,peɾdjeɾan
15010,perdiz»,perdiz,pe4dis,PROPN,peɾdis
15011,perdonarle,perdonarle,pe4dona4le,VERB,peɾdonaɾle
15012,perdonarnos,perdonarnos,pe4dona4nos,VERB,peɾdonaɾnos
15013,perdonas,perdonas,pe4donas,VERB,peɾdonas
15014,perdonó,perdonó,pe4dono,VERB,peɾdono
15015,perdure,perdure,pe4du4e,PROPN,peɾduɾe
15016,perdónenme,perdónenme,pe4donenme,VERB,peɾdonenme
15017,perecen,perecen,pe4esen,VERB,peɾesen
15018,perecuación,perecuación,pe4ekwasion,NOUN,peɾekwasion
15019,peregrino,peregrino,pe4eg4ino,NOUN,peɾeɡɾino
15020,perentoriamente,perentoriamente,pe4ento4jamente,ADV,peɾentoɾjamente
15021,perfeccionado,perfeccionado,pe4feksionado,ADJ,peɾfeksionado
15022,perfeccionados,perfeccionados,pe4feksionados,ADJ,peɾfeksionados
15023,perfeccionamientos,perfeccionamientos,pe4feksionamjentos,NOUN,peɾfeksionamjentos
15024,perfeccionar,perfeccionar,pe4feksiona4,VERB,peɾfeksionaɾ
15025,perfeccione,perfeccione,pe4feksione,NOUN,peɾfeksione
15026,perfeccionen,perfeccionen,pe4feksionen,VERB,peɾfeksionen
15027,perfectible,perfectible,pe4fektible,ADJ,peɾfektible
15028,perfecto,perfecto,pe4fekto,ADJ,peɾfekto
15029,perfil,perfil,pe4fil,NOUN,peɾfil
15030,perfila,perfila,pe4fila,VERB,peɾfila
15031,perfilaba,perfilaba,pe4filaba,VERB,peɾfilaba
15032,perfiladas,perfiladas,pe4filadas,ADJ,peɾfiladas
15033,perfilando,perfilando,pe4filando,VERB,peɾfilando
15034,perfiles,perfiles,pe4files,NOUN,peɾfiles
15035,perfilándose,perfilándose,pe4filandose,VERB,peɾfilandose
15036,perforaciones,perforaciones,pe4fo4asiones,NOUN,peɾfoɾasiones
15037,perforador,perforador,pe4fo4ado4,NOUN,peɾfoɾadoɾ
15038,pericial,pericial,pe4isial,ADJ,peɾisial
15039,periciales,periciales,pe4isiales,ADJ,peɾisiales
15040,periféricos,periféricos,pe4ife4ikos,ADJ,peɾifeɾikos
15041,periodistas,periodistas,pe4jodistas,NOUN,peɾjodistas
15042,periodo,periodo,pe4jodo,NOUN,peɾjodo
15043,periodos,periodos,pe4jodos,NOUN,peɾjodos
15044,periodístico,periodístico,pe4jodistiko,ADJ,peɾjodistiko
15045,peripecia,peripecia,pe4ipesia,NOUN,peɾipesia
15046,periódica,periódica,pe4jodika,ADJ,peɾjodika
15047,periódicas,periódicas,pe4jodikas,ADJ,peɾjodikas
15048,periódico,periódico,pe4jodiko,NOUN,peɾjodiko
15049,perjudicaran,perjudicaran,pe4xudika4an,VERB,peɾxudikaɾan
15050,perjudicarlos,perjudicarlos,pe4xudika4los,VERB,peɾxudikaɾlos
15051,perjudicará,perjudicará,pe4xudika4a,VERB,peɾxudikaɾa
15052,perjudicarían,perjudicarían,pe4xudika4jan,VERB,peɾxudikaɾjan
15053,perjudicó,perjudicó,pe4xudiko,VERB,peɾxudiko
15054,perjudique,perjudique,pe4xudike,VERB,peɾxudike
15055,perjuicios,perjuicios,pe4xwisios,NOUN,peɾxwisios
15056,perjurios,perjurios,pe4xu4jos,NOUN,peɾxuɾjos
15057,permanecen,permanecen,pe4manesen,VERB,peɾmanesen
15058,permanecer,permanecer,pe4manese4,VERB,peɾmaneseɾ
15059,permanecerá,permanecerá,pe4manese4a,VERB,peɾmaneseɾa
15060,permanecieran,permanecieran,pe4manesie4an,VERB,peɾmanesieɾan
15061,permanecimos,permanecimos,pe4manesimos,VERB,peɾmanesimos
15062,permanencia,permanencia,pe4manensia,NOUN,peɾmanensia
15063,permanente,permanente,pe4manente,ADJ,peɾmanente
15064,permanentemente,permanentemente,pe4manentemente,ADV,peɾmanentemente
15065,permanezca,permanezca,pe4maneska,VERB,peɾmaneska
15066,permisibles,permisibles,pe4misibles,ADJ,peɾmisibles
15067,permisividad,permisividad,pe4misibidad,NOUN,peɾmisibidad
15068,permitamos,permitamos,pe4mitamos,VERB,peɾmitamos
15069,permitida,permitida,pe4mitida,ADJ,peɾmitida
15070,permitido,permitido,pe4mitido,ADJ,peɾmitido
15071,permitiera,permitiera,pe4mitje4a,VERB,peɾmitjeɾa
15072,permitieran,permitieran,pe4mitje4an,VERB,peɾmitjeɾan
15073,permitieron,permitieron,pe4mitje4on,VERB,peɾmitjeɾon
15074,permitimos,permitimos,pe4mitimos,VERB,peɾmitimos
15075,permitir,permitir,pe4miti4,VERB,peɾmitiɾ
15076,permitirme,permitirme,pe4miti4me,VERB,peɾmitiɾme
15077,permitirnos,permitirnos,pe4miti4nos,VERB,peɾmitiɾnos
15078,permitirán,permitirán,pe4miti4an,VERB,peɾmitiɾan
15079,permitiré,permitiré,pe4miti4e,VERB,peɾmitiɾe
15080,permitiéramos,permitiéramos,pe4mitje4amos,VERB,peɾmitjeɾamos
15081,permito,permito,pe4mito,VERB,peɾmito
15082,permitírseles,permitírseles,pe4miti4seles,VERB,peɾmitiɾseles
15083,permitírselos,permitírselos,pe4miti4selos,VERB,peɾmitiɾselos
15084,permítannos,permítannos,pe4mitannos,VERB,peɾmitannos
15085,permítanos,permítanos,pe4mitanos,INTJ,peɾmitanos
15086,permítaseme,permítaseme,pe4mitaseme,ADV,peɾmitaseme
15087,perniciosa,perniciosa,pe4nisiosa,ADJ,peɾnisiosa
15088,perniciosos,perniciosos,pe4nisiosos,ADJ,peɾnisiosos
15089,perogrullada,perogrullada,pe4og4uj\ada,NOUN,peɾoɡɾuʝada
15090,perpetrara,perpetrara,pe4pet4a4a,VERB,peɾpetɾaɾa
15091,perpetuación,perpetuación,pe4petwasion,NOUN,peɾpetwasion
15092,perpetuamos,perpetuamos,pe4petwamos,VERB,peɾpetwamos
15093,perpetuar,perpetuar,pe4petwa4,VERB,peɾpetwaɾ
15094,perpetúan,perpetúan,pe4petwan,VERB,peɾpetwan
15095,perplejidad,perplejidad,pe4plexidad,NOUN,peɾplexidad
15096,perplejidades,perplejidades,pe4plexidades,NOUN,peɾplexidades
15097,perplejo,perplejo,pe4plexo,ADJ,peɾplexo
15098,perras,perras,peras,NOUN,peras
15099,persecuciones,persecuciones,pe4sekusiones,NOUN,peɾsekusiones
15100,perseguidor,perseguidor,pe4segido4,NOUN,peɾseɡidoɾ
15101,perseguidos,perseguidos,pe4segidos,ADJ,peɾseɡidos
15102,perseguimos,perseguimos,pe4segimos,VERB,peɾseɡimos
15103,perseguiremos,perseguiremos,pe4segi4emos,VERB,peɾseɡiɾemos
15104,perseguirlos,perseguirlos,pe4segi4los,VERB,peɾseɡiɾlos
15105,perseguirse,perseguirse,pe4segi4se,VERB,peɾseɡiɾse
15106,perseguía,perseguía,pe4segia,VERB,peɾseɡia
15107,perseverado,perseverado,pe4sebe4ado,VERB,peɾsebeɾado
15108,persevere,persevere,pe4sebe4e,VERB,peɾsebeɾe
15109,persigan,persigan,pe4sigan,VERB,peɾsiɡan
15110,persigo,persigo,pe4sigo,PROPN,peɾsiɡo
15111,persiguen,persiguen,pe4sigen,VERB,peɾsiɡen
15112,persiguieran,persiguieran,pe4sigie4an,VERB,peɾsiɡieɾan
15113,persista,persista,pe4sista,VERB,peɾsista
15114,persiste,persiste,pe4siste,VERB,peɾsiste
15115,persisten,persisten,pe4sisten,VERB,peɾsisten
15116,persisten,persisten,pe4sisten,VERB,peɾsisten
15117,persistente,persistente,pe4sistente,ADJ,peɾsistente
15118,persistentemente,persistentemente,pe4sistentemente,ADV,peɾsistentemente
15119,persistente»,persistente,pe4sistente,ADJ,peɾsistente
15120,persona,persona,pe4sona,PROPN,peɾsona
15121,personal,personal,pe4sonal,PROPN,peɾsonal
15122,personalice,personalice,pe4sonalise,VERB,peɾsonalise
15123,personalidades,personalidades,pe4sonalidades,NOUN,peɾsonalidades
15124,personalmente,personalmente,pe4sonalmente,ADV,peɾsonalmente
15125,persones,persones,pe4sones,PROPN,peɾsones
15126,personificación,personificación,pe4sonifikasion,NOUN,peɾsonifikasion
15127,personne,personne,pe4sonne,PROPN,peɾsonne
15128,perspectiva,perspectiva,pe4spektiba,NOUN,peɾspektiba
15129,perspectivas,perspectivas,pe4spektibas,NOUN,peɾspektibas
15130,perspicaces,perspicaces,pe4spikases,ADJ,peɾspikases
15131,persuadidos,persuadidos,pe4swadidos,VERB,peɾswadidos
15132,persuadió,persuadió,pe4swadjo,VERB,peɾswadjo
15133,pertenece,pertenece,pe4tenese,VERB,peɾtenese
15134,pertenecer,pertenecer,pe4tenese4,VERB,peɾteneseɾ
15135,perteneces,perteneces,pe4teneses,VERB,peɾteneses
15136,perteneciente,perteneciente,pe4tenesiente,ADJ,peɾtenesiente
15137,pertenecientes,pertenecientes,pe4tenesientes,ADJ,peɾtenesientes
15138,pertenecieran,pertenecieran,pe4tenesie4an,VERB,peɾtenesieɾan
15139,pertenecía,pertenecía,pe4tenesia,VERB,peɾtenesia
15140,pertenencia,pertenencia,pe4tenensia,NOUN,peɾtenensia
15141,pertenencias,pertenencias,pe4tenensias,NOUN,peɾtenensias
15142,pertenezco,pertenezco,pe4tenesko,VERB,peɾtenesko
15143,pertinentes,pertinentes,pe4tinentes,ADJ,peɾtinentes
15144,pertrechos,pertrechos,pe4t4etSos,NOUN,peɾtɾet͡ʃos
15145,perturbación,perturbación,pe4tu4basion,NOUN,peɾtuɾbasion
15146,perturbada,perturbada,pe4tu4bada,ADJ,peɾtuɾbada
15147,perturbado,perturbado,pe4tu4bado,ADJ,peɾtuɾbado
15148,perturbadora,perturbadora,pe4tu4bado4a,ADJ,peɾtuɾbadoɾa
15149,perturbaría,perturbaría,pe4tu4ba4ja,VERB,peɾtuɾbaɾja
15150,peruanas,peruanas,pe4wanas,ADJ,peɾwanas
15151,perversas,perversas,pe4be4sas,ADJ,peɾbeɾsas
15152,pervertida,pervertida,pe4be4tida,ADJ,peɾbeɾtida
15153,pervertido,pervertido,pe4be4tido,NOUN,peɾbeɾtido
15154,pervertidos,pervertidos,pe4be4tidos,NOUN,peɾbeɾtidos
15155,pervierte,pervierte,pe4bje4te,VERB,peɾbjeɾte
15156,perímetro,perímetro,pe4imet4o,NOUN,peɾimetɾo
15157,perímetros,perímetros,pe4imet4os,NOUN,peɾimetɾos
15158,pesaba,pesaba,pesaba,VERB,pesaba
15159,pesadas,pesadas,pesadas,ADJ,pesadas
15160,pesadez,pesadez,pesades,NOUN,pesades
15161,pesadilla,pesadilla,pesadij\a,NOUN,pesadiʝa
15162,pesar,pesar,pesa4,NOUN,pesaɾ
15163,pesar,pesar,pesa4,NOUN,pesaɾ
15164,pesca,pesca,peska,NOUN,peska
15165,pescaban,pescaban,peskaban,VERB,peskaban
15166,pescador,pescador,peskado4,NOUN,peskadoɾ
15167,pescadoras,pescadoras,peskado4as,NOUN,peskadoɾas
15168,pescamos,pescamos,peskamos,VERB,peskamos
15169,pesetas,pesetas,pesetas,NOUN,pesetas
15170,pesimismo,pesimismo,pesimismo,NOUN,pesimismo
15171,pesimista,pesimista,pesimista,NOUN,pesimista
15172,pesquen,pesquen,pesken,VERB,pesken
15173,pesqueras,pesqueras,peske4as,ADJ,peskeɾas
15174,pesquero,pesquero,peske4o,ADJ,peskeɾo
15175,pesqueros,pesqueros,peske4os,ADJ,peskeɾos
15176,pesquería,pesquería,peske4ja,NOUN,peskeɾja
15177,pesquerías,pesquerías,peske4jas,NOUN,peskeɾjas
15178,peste,peste,peste,NOUN,peste
15179,peticionarios,peticionarios,petisiona4jos,NOUN,petisionaɾjos
15180,peticiones,peticiones,petisiones,NOUN,petisiones
15181,petroleras,petroleras,pet4ole4as,ADJ,petɾoleɾas
15182,petrolero,petrolero,pet4ole4o,NOUN,petɾoleɾo
15183,peyorativa,peyorativa,peio4atiba,ADJ,peioɾatiba
15184,peñas,peñas,peJas,NOUN,peɲas
15185,piadosas,piadosas,pjadosas,ADJ,pjadosas
15186,piadosos,piadosos,pjadosos,ADJ,pjadosos
15187,picado,picado,pikado,ADJ,pikado
15188,piden,piden,piden,VERB,piden
15189,pidiendo,pidiendo,pidjendo,VERB,pidjendo
15190,piedra,piedra,pjed4a,PROPN,pjedɾa
15191,pieles,pieles,pjeles,NOUN,pjeles
15192,piense,piense,pjense,VERB,pjense
15193,pienso,pienso,pjenso,VERB,pjenso
15194,piezas,piezas,pjesas,NOUN,pjesas
15195,pilar,pilar,pila4,PROPN,pilaɾ
15196,pilas,pilas,pilas,NOUN,pilas
15197,pillar,pillar,pij\a4,VERB,piʝaɾ
15198,piloto,piloto,piloto,PROPN,piloto
15199,pilotos,pilotos,pilotos,NOUN,pilotos
15200,pincelada,pincelada,pinselada,NOUN,pinselada
15201,pincharán,pincharán,pintSa4an,VERB,pint͡ʃaɾan
15202,pingpong,pingpong,pingpong,NOUN,pinɡponɡ
15203,pingües,pingües,pingwes,PROPN,pinɡwes
15204,pinitos,pinitos,pinitos,NOUN,pinitos
15205,pinta,pinta,pinta,PROPN,pinta
15206,pintado,pintado,pintado,PROPN,pintado
15207,pintan,pintan,pintan,VERB,pintan
15208,pintarrajean,pintarrajean,pintaraxean,VERB,pintaraxean
15209,pintura,pintura,pintu4a,PROPN,pintuɾa
15210,pique,pique,pike,PROPN,pike
15211,piratas,piratas,pi4atas,NOUN,piɾatas
15212,piratería,piratería,pi4ate4ja,NOUN,piɾateɾja
15213,pirotécnicas,pirotécnicas,pi4oteknikas,ADJ,piɾoteknikas
15214,pirotécnico,pirotécnico,pi4otekniko,ADJ,piɾotekniko
15215,piruetas,piruetas,pi4wetas,NOUN,piɾwetas
15216,pirámides,pirámides,pi4amides,NOUN,piɾamides
15217,pirómano,pirómano,pi4omano,NOUN,piɾomano
15218,pisando,pisando,pisando,VERB,pisando
15219,pisaremos,pisaremos,pisa4emos,VERB,pisaɾemos
15220,piscicultura,piscicultura,pissikultu4a,NOUN,pissikultuɾa
15221,piscifactorias,piscifactorias,pissifakto4jas,ADJ,pissifaktoɾjas
15222,piscifactoría,piscifactoría,pissifakto4ja,NOUN,pissifaktoɾja
15223,pisoteado,pisoteado,pisoteado,ADJ,pisoteado
15224,pisoteados,pisoteados,pisoteados,ADJ,pisoteados
15225,pisotear,pisotear,pisotea4,VERB,pisoteaɾ
15226,pistola,pistola,pistola,PROPN,pistola
15227,pistoletazo,pistoletazo,pistoletaso,NOUN,pistoletaso
15228,pitidito,pitidito,pitidito,NOUN,pitidito
15229,pizarra,pizarra,pisara,PROPN,pisara
15230,placentero,placentero,plasente4o,ADJ,plasenteɾo
15231,plafonds,plafonds,plafonds,PROPN,plafonds
15232,plagados,plagados,plagados,ADJ,plaɡados
15233,plagas,plagas,plagas,NOUN,plaɡas
15234,planas,planas,planas,PROPN,planas
15235,plancton,plancton,plankton,NOUN,plankton
15236,planea,planea,planea,VERB,planea
15237,planeado,planeado,planeado,ADJ,planeado
15238,planeamos,planeamos,planeamos,VERB,planeamos
15239,planes,planes,planes,NOUN,planes
15240,planet,planet,planet,PROPN,planet
15241,planetario,planetario,planeta4jo,ADJ,planetaɾjo
15242,planeó,planeó,planeo,VERB,planeo
15243,planificación,planificación,planifikasion,PROPN,planifikasion
15244,planificados,planificados,planifikados,ADJ,planifikados
15245,planificando,planificando,planifikando,VERB,planifikando
15246,plano,plano,plano,PROPN,plano
15247,plantar,plantar,planta4,VERB,plantaɾ
15248,plantea,plantea,plantea,VERB,plantea
15249,planteada,planteada,planteada,VERB,planteada
15250,planteadas,planteadas,planteadas,ADJ,planteadas
15251,planteado,planteado,planteado,VERB,planteado
15252,planteados,planteados,planteados,VERB,planteados
15253,planteamiento,planteamiento,planteamjento,NOUN,planteamjento
15254,planteando,planteando,planteando,VERB,planteando
15255,plantear,plantear,plantea4,VERB,planteaɾ
15256,planteara,planteara,plantea4a,VERB,planteaɾa
15257,plantearles,plantearles,plantea4les,VERB,planteaɾles
15258,plantearnos,plantearnos,plantea4nos,VERB,planteaɾnos
15259,planteará,planteará,plantea4a,VERB,planteaɾa
15260,plantearán,plantearán,plantea4an,VERB,planteaɾan
15261,planteen,planteen,planteen,VERB,planteen
15262,plantemos,plantemos,plantemos,VERB,plantemos
15263,planteándola,planteándola,planteandola,VERB,planteandola
15264,planteándolo,planteándolo,planteandolo,VERB,planteandolo
15265,planteársela,planteársela,plantea4sela,VERB,planteaɾsela
15266,planteó,planteó,planteo,VERB,planteo
15267,plasma,plasma,plasma,NOUN,plasma
15268,plasmaba,plasmaba,plasmaba,VERB,plasmaba
15269,plasmación,plasmación,plasmasion,NOUN,plasmasion
15270,plasmados,plasmados,plasmados,VERB,plasmados
15271,plasmaron,plasmaron,plasma4on,VERB,plasmaɾon
15272,plasmarán,plasmarán,plasma4an,VERB,plasmaɾan
15273,plasme,plasme,plasme,PROPN,plasme
15274,plasmen,plasmen,plasmen,PROPN,plasmen
15275,plasmándola,plasmándola,plasmandola,VERB,plasmandola
15276,plastificantes,plastificantes,plastifikantes,NOUN,plastifikantes
15277,plataforma,plataforma,platafo4ma,PROPN,platafoɾma
15278,plateará,plateará,platea4a,VERB,plateaɾa
15279,platform,platform,platfo4m,NOUN,platfoɾm
15280,platillo,platillo,platij\o,NOUN,platiʝo
15281,plato,plato,plato,PROPN,plato
15282,platos,platos,platos,NOUN,platos
15283,plausible,plausible,plausible,ADJ,plausible
15284,playa,playa,plaia,PROPN,plaia
15285,playing,playing,plaiing,NOUN,plaiinɡ
15286,plañidero,plañidero,plaJide4o,NOUN,plaɲideɾo
15287,plañidos,plañidos,plaJidos,NOUN,plaɲidos
15288,plebeyos,plebeyos,plebeios,NOUN,plebeios
15289,plebiscito,plebiscito,plebissito,NOUN,plebissito
15290,plena,plena,plena,ADJ,plena
15291,plenariamente,plenariamente,plena4jamente,ADV,plenaɾjamente
15292,plenarias,plenarias,plena4jas,ADJ,plenaɾjas
15293,plenario,plenario,plena4jo,NOUN,plenaɾjo
15294,pleonasmo,pleonasmo,pleonasmo,NOUN,pleonasmo
15295,pliega,pliega,pljega,NOUN,pljeɡa
15296,pliegue,pliegue,pljege,NOUN,pljeɡe
15297,plomo,plomo,plomo,PROPN,plomo
15298,plumazo,plumazo,plumaso,NOUN,plumaso
15299,plurales,plurales,plu4ales,NOUN,pluɾales
15300,pluralismo,pluralismo,plu4alismo,NOUN,pluɾalismo
15301,pluralismos,pluralismos,plu4alismos,NOUN,pluɾalismos
